Ranking,ID_Cliente,Probabilidade_Churn,Faixa_Risco,Principais_Fatores_de_Risco,Meses_de_Contrato,Tipo_Contrato,Servico_Internet,Mensalidade,Total_Pago,Forma_Pagamento,Fatura_Sem_Papel,Genero,Idoso,Tem_Parceiro,Tem_Dependentes
593,8058-DMYRU,42.1,Médio,"Contrato mensal, Internet fibra óptica, Pagamento por cheque eletrônico, Mensalidade alta",54,Month-to-month,Fiber optic,90.05,4931.8,Electronic check,Yes,Male,1,No,No
594,1212-GLHMD,42.1,Médio,"Contrato mensal, Cliente novo (≤12 meses), Internet fibra óptica, Mensalidade alta",3,Month-to-month,Fiber optic,86.05,244.85,Mailed check,Yes,Male,0,No,No
595,6599-SFQVE,42.0,Médio,"Contrato mensal, Cliente novo (≤12 meses), Pagamento por cheque eletrônico",6,Month-to-month,DSL,55.0,340.4,Electronic check,Yes,Female,0,No,No
596,1866-OBPNR,42.0,Médio,"Contrato mensal, Cliente novo (≤12 meses), Internet fibra óptica, Mensalidade alta",1,Month-to-month,Fiber optic,74.6,74.6,Credit card (automatic),No,Male,0,Yes,Yes
597,5207-PLSTK,41.9,Médio,"Contrato mensal, Cliente novo (≤12 meses)",1,Month-to-month,DSL,48.75,48.75,Mailed check,Yes,Male,0,Yes,Yes
598,8059-UDZFY,41.9,Médio,"Contrato mensal, Internet fibra óptica, Mensalidade alta",33,Month-to-month,Fiber optic,105.35,3465.05,Bank transfer (automatic),Yes,Female,1,No,Yes
599,5175-WLYXL,41.8,Médio,"Contrato mensal, Internet fibra óptica, Mensalidade alta",22,Month-to-month,Fiber optic,78.85,1600.25,Mailed check,Yes,Male,0,No,No
600,4061-UKJWL,41.8,Médio,"Contrato mensal, Cliente novo (≤12 meses)",3,Month-to-month,DSL,45.45,141.7,Mailed check,No,Male,0,No,No
601,1575-KRZZE,41.7,Médio,"Contrato mensal, Cliente novo (≤12 meses), Pagamento por cheque eletrônico",4,Month-to-month,DSL,55.2,220.65,Electronic check,No,Female,0,No,No
602,1078-TDCRN,41.7,Médio,"Contrato mensal, Cliente novo (≤12 meses), Pagamento por cheque eletrônico",3,Month-to-month,DSL,30.75,82.85,Electronic check,Yes,Female,1,Yes,No
603,2027-CWDNU,41.7,Médio,"Contrato mensal, Internet fibra óptica, Pagamento por cheque eletrônico, Mensalidade alta",18,Month-to-month,Fiber optic,85.6,1601.5,Electronic check,Yes,Male,0,Yes,Yes
604,8647-SDTWQ,41.7,Médio,"Contrato mensal, Internet fibra óptica, Pagamento por cheque eletrônico, Mensalidade alta",57,Month-to-month,Fiber optic,74.3,4018.35,Electronic check,Yes,Male,0,Yes,Yes
605,1833-TCXKK,41.6,Médio,"Contrato mensal, Internet fibra óptica, Mensalidade alta",45,Month-to-month,Fiber optic,107.75,4882.8,Bank transfer (automatic),Yes,Male,0,Yes,No
606,9129-UXERG,41.6,Médio,"Contrato mensal, Internet fibra óptica, Mensalidade alta",18,Month-to-month,Fiber optic,103.6,1806.35,Credit card (automatic),Yes,Female,1,No,No
607,7567-ECMCM,41.6,Médio,"Contrato mensal, Internet fibra óptica, Mensalidade alta",24,Month-to-month,Fiber optic,79.85,2001.0,Credit card (automatic),Yes,Male,0,No,No
608,7590-VHVEG,41.6,Médio,"Contrato mensal, Cliente novo (≤12 meses), Pagamento por cheque eletrônico",1,Month-to-month,DSL,29.85,29.85,Electronic check,Yes,Female,0,Yes,No
609,6719-OXYBR,41.5,Médio,"Contrato mensal, Internet fibra óptica, Pagamento por cheque eletrônico, Mensalidade alta",15,Month-to-month,Fiber optic,85.3,1219.85,Electronic check,No,Male,0,No,No
610,6907-FLBER,41.5,Médio,"Contrato mensal, Cliente novo (≤12 meses), Pagamento por cheque eletrônico",1,Month-to-month,DSL,54.3,54.3,Electronic check,No,Male,0,No,No
611,4360-PNRQB,41.5,Médio,"Contrato mensal, Internet fibra óptica, Mensalidade alta",18,Month-to-month,Fiber optic,75.6,1395.05,Bank transfer (automatic),Yes,Male,0,No,No
612,5122-CYFXA,41.4,Médio,"Contrato mensal, Cliente novo (≤12 meses), Pagamento por cheque eletrônico, Mensalidade alta",3,Month-to-month,DSL,75.3,244.1,Electronic check,Yes,Female,0,No,No
613,9631-XEYKE,41.3,Médio,"Contrato mensal, Cliente novo (≤12 meses)",3,Month-to-month,DSL,50.4,137.25,Bank transfer (automatic),No,Male,0,No,No
614,9121-PHQSR,41.3,Médio,"Contrato mensal, Internet fibra óptica, Mensalidade alta",16,Month-to-month,Fiber optic,85.05,1391.15,Credit card (automatic),Yes,Male,1,Yes,No
615,9693-XMUOB,41.3,Médio,"Contrato mensal, Pagamento por cheque eletrônico",59,Month-to-month,DSL,50.25,2997.45,Electronic check,Yes,Male,1,Yes,No
616,3452-ABWRL,41.2,Médio,"Contrato mensal, Internet fibra óptica, Mensalidade alta",47,Month-to-month,Fiber optic,86.05,3865.6,Credit card (automatic),Yes,Male,1,No,No
617,8728-SKJLR,41.2,Médio,"Contrato mensal, Internet fibra óptica, Pagamento por cheque eletrônico, Mensalidade alta",41,Month-to-month,Fiber optic,74.25,3089.1,Electronic check,Yes,Male,0,No,No
618,2465-BLLEU,41.2,Médio,"Contrato mensal, Cliente novo (≤12 meses)",1,Month-to-month,No,19.75,19.75,Mailed check,Yes,Male,0,No,No
619,4660-IRIBM,41.2,Médio,"Contrato mensal, Internet fibra óptica, Mensalidade alta",18,Month-to-month,Fiber optic,87.9,1500.5,Mailed check,Yes,Male,0,Yes,Yes
620,3088-LHEFH,41.0,Médio,"Contrato mensal, Cliente novo (≤12 meses), Internet fibra óptica, Mensalidade alta",11,Month-to-month,Fiber optic,79.0,929.3,Bank transfer (automatic),Yes,Female,0,No,No
621,3577-AMVUX,40.9,Médio,"Contrato mensal, Cliente novo (≤12 meses)",1,Month-to-month,DSL,55.05,55.05,Mailed check,No,Male,0,No,No
622,3569-EDBPQ,40.9,Médio,"Contrato mensal, Internet fibra óptica, Pagamento por cheque eletrônico, Mensalidade alta",24,Month-to-month,Fiber optic,84.35,1938.05,Electronic check,Yes,Female,0,No,No
623,8189-XRIKE,40.8,Médio,"Contrato mensal, Internet fibra óptica, Pagamento por cheque eletrônico, Mensalidade alta",32,Month-to-month,Fiber optic,90.95,2897.95,Electronic check,No,Female,1,No,No
624,2227-JRSJX,40.8,Médio,"Contrato mensal, Internet fibra óptica, Mensalidade alta",21,Month-to-month,Fiber optic,99.15,1956.4,Bank transfer (automatic),Yes,Female,0,No,No
625,4098-NAUKP,40.8,Médio,"Contrato mensal, Internet fibra óptica, Pagamento por cheque eletrônico, Mensalidade alta",68,Month-to-month,Fiber optic,84.65,5683.6,Electronic check,Yes,Male,1,Yes,Yes
626,7978-DKUQH,40.7,Médio,"Contrato mensal, Internet fibra óptica, Pagamento por cheque eletrônico, Mensalidade alta",25,Month-to-month,Fiber optic,74.6,1797.75,Electronic check,Yes,Female,0,Yes,No
627,9979-RGMZT,40.7,Médio,"Cliente novo (≤12 meses), Internet fibra óptica, Mensalidade alta",7,One year,Fiber optic,94.05,633.45,Mailed check,Yes,Female,0,No,No
628,0410-IPFTY,40.6,Médio,"Contrato mensal, Internet fibra óptica, Mensalidade alta",31,Month-to-month,Fiber optic,83.85,2674.15,Bank transfer (automatic),Yes,Female,0,Yes,No
629,9753-OYLBX,40.6,Médio,"Contrato mensal, Cliente novo (≤12 meses)",1,Month-to-month,No,20.5,20.5,Mailed check,No,Female,0,No,No
630,6862-CQUMB,40.5,Médio,"Contrato mensal, Internet fibra óptica, Mensalidade alta",37,Month-to-month,Fiber optic,96.1,3646.8,Credit card (automatic),Yes,Male,0,No,No
631,0411-EZJZE,40.5,Médio,"Contrato mensal, Cliente novo (≤12 meses), Pagamento por cheque eletrônico",3,Month-to-month,DSL,60.25,170.5,Electronic check,Yes,Female,0,No,No
632,8456-QDAVC,40.5,Médio,"Contrato mensal, Internet fibra óptica, Mensalidade alta",19,Month-to-month,Fiber optic,78.7,1495.1,Bank transfer (automatic),Yes,Male,0,No,No
633,7277-OZCGZ,40.5,Médio,"Contrato mensal, Internet fibra óptica, Pagamento por cheque eletrônico, Mensalidade alta",22,Month-to-month,Fiber optic,89.05,1886.25,Electronic check,Yes,Female,0,No,No
634,4879-GZLFH,40.5,Médio,"Contrato mensal, Internet fibra óptica, Pagamento por cheque eletrônico, Mensalidade alta",42,Month-to-month,Fiber optic,92.15,3875.4,Electronic check,Yes,Female,0,Yes,Yes
635,7483-IQWIB,40.5,Médio,"Contrato mensal, Internet fibra óptica, Pagamento por cheque eletrônico, Mensalidade alta",37,Month-to-month,Fiber optic,92.95,3415.25,Electronic check,Yes,Male,0,Yes,Yes
636,7504-UWHNB,40.5,Médio,"Contrato mensal, Internet fibra óptica, Pagamento por cheque eletrônico",25,Month-to-month,Fiber optic,69.75,1729.35,Electronic check,No,Male,0,No,No
637,5649-RXQTV,40.5,Médio,"Contrato mensal, Internet fibra óptica, Pagamento por cheque eletrônico, Mensalidade alta",51,Month-to-month,Fiber optic,99.0,5038.15,Electronic check,Yes,Male,0,No,No
638,5543-QDCRY,40.4,Médio,"Contrato mensal, Cliente novo (≤12 meses), Pagamento por cheque eletrônico",4,Month-to-month,DSL,56.4,234.85,Electronic check,Yes,Male,0,No,No
639,2178-PMGCJ,40.4,Médio,"Contrato mensal, Internet fibra óptica",22,Month-to-month,Fiber optic,69.7,1490.4,Mailed check,Yes,Male,0,No,No
640,7529-ZDFXI,40.4,Médio,"Contrato mensal, Internet fibra óptica, Pagamento por cheque eletrônico, Mensalidade alta",57,Month-to-month,Fiber optic,89.85,4925.35,Electronic check,Yes,Male,1,Yes,No
641,4238-HFHSN,40.4,Médio,"Contrato mensal, Internet fibra óptica, Pagamento por cheque eletrônico, Mensalidade alta",61,Month-to-month,Fiber optic,82.15,4904.85,Electronic check,Yes,Male,1,Yes,No
642,9800-ONTFE,40.4,Médio,"Contrato mensal, Internet fibra óptica, Mensalidade alta",22,Month-to-month,Fiber optic,75.8,1615.1,Bank transfer (automatic),Yes,Female,0,Yes,Yes
643,4581-LNWUM,40.4,Médio,"Contrato mensal, Pagamento por cheque eletrônico",13,Month-to-month,DSL,49.15,649.4,Electronic check,No,Female,0,No,No
644,9529-OFXHY,40.3,Médio,"Contrato mensal, Internet fibra óptica, Mensalidade alta",15,Month-to-month,Fiber optic,87.75,1242.2,Bank transfer (automatic),Yes,Male,0,No,No
645,1580-BMCMR,40.3,Médio,"Contrato mensal, Internet fibra óptica, Pagamento por cheque eletrônico, Mensalidade alta",19,Month-to-month,Fiber optic,87.3,1637.3,Electronic check,Yes,Male,1,No,No
646,0599-XNYDO,40.3,Médio,"Contrato mensal, Internet fibra óptica",20,Month-to-month,Fiber optic,69.8,1540.35,Bank transfer (automatic),Yes,Female,0,Yes,No
647,2122-YWVYA,40.3,Médio,"Contrato mensal, Internet fibra óptica, Pagamento por cheque eletrônico, Mensalidade alta",18,Month-to-month,Fiber optic,75.4,1380.4,Electronic check,Yes,Female,0,No,No
648,7422-WNBTY,40.2,Médio,"Contrato mensal, Internet fibra óptica, Pagamento por cheque eletrônico, Mensalidade alta",33,Month-to-month,Fiber optic,93.35,3092.0,Electronic check,Yes,Male,0,Yes,No
649,1261-FWTTE,40.2,Médio,Contrato mensal,23,Month-to-month,DSL,34.65,768.45,Bank transfer (automatic),Yes,Male,1,No,No
650,0376-OIWME,40.2,Médio,"Contrato mensal, Internet fibra óptica, Pagamento por cheque eletrônico, Mensalidade alta",36,Month-to-month,Fiber optic,93.6,3366.05,Electronic check,Yes,Male,0,Yes,No
651,0141-YEAYS,40.2,Médio,"Contrato mensal, Internet fibra óptica, Mensalidade alta",27,Month-to-month,Fiber optic,86.45,2401.05,Bank transfer (automatic),Yes,Female,1,No,No
652,8212-CRQXP,40.1,Médio,"Contrato mensal, Internet fibra óptica, Mensalidade alta",22,Month-to-month,Fiber optic,80.0,1706.45,Credit card (automatic),Yes,Female,0,Yes,No
653,3404-JNXAX,40.1,Médio,"Contrato mensal, Internet fibra óptica, Pagamento por cheque eletrônico, Mensalidade alta",51,Month-to-month,Fiber optic,80.75,4116.9,Electronic check,Yes,Female,0,Yes,Yes
654,1406-PUQVY,40.0,Médio,"Contrato mensal, Cliente novo (≤12 meses), Pagamento por cheque eletrônico",1,Month-to-month,DSL,49.9,49.9,Electronic check,Yes,Male,0,No,Yes
655,9895-VFOXH,40.0,Médio,"Contrato mensal, Cliente novo (≤12 meses)",1,Month-to-month,DSL,24.4,24.4,Mailed check,No,Female,0,No,No
656,2018-PZKMU,40.0,Médio,"Contrato mensal, Cliente novo (≤12 meses), Internet fibra óptica, Pagamento por cheque eletrônico, Mensalidade alta",9,Month-to-month,Fiber optic,103.1,970.45,Electronic check,No,Male,0,Yes,Yes
657,5453-AXEPF,40.0,Médio,"Contrato mensal, Internet fibra óptica, Mensalidade alta",17,Month-to-month,Fiber optic,80.5,1336.9,Bank transfer (automatic),Yes,Male,0,Yes,No
658,8849-AYPTR,39.9,Médio,"Contrato mensal, Internet fibra óptica, Pagamento por cheque eletrônico, Mensalidade alta",33,Month-to-month,Fiber optic,91.25,2964.05,Electronic check,No,Male,0,Yes,No
659,6645-MXQJT,39.9,Médio,"Contrato mensal, Cliente novo (≤12 meses), Internet fibra óptica, Pagamento por cheque eletrônico, Mensalidade alta",2,Month-to-month,Fiber optic,97.1,184.15,Electronic check,No,Male,0,Yes,Yes
660,4067-HLYQI,39.9,Médio,"Contrato mensal, Internet fibra óptica, Mensalidade alta",33,Month-to-month,Fiber optic,70.4,2406.1,Bank transfer (automatic),Yes,Female,0,No,No
661,3594-KADLU,39.9,Médio,"Contrato mensal, Cliente novo (≤12 meses)",3,Month-to-month,DSL,35.1,101.1,Mailed check,No,Male,0,Yes,No
662,7733-UDMTP,39.9,Médio,"Contrato mensal, Pagamento por cheque eletrônico",57,Month-to-month,DSL,55.0,3094.05,Electronic check,Yes,Female,1,No,No
663,3780-YVMFA,39.8,Médio,"Contrato mensal, Cliente novo (≤12 meses), Pagamento por cheque eletrônico",8,Month-to-month,DSL,68.55,564.35,Electronic check,Yes,Female,0,Yes,Yes
664,2081-KJSQF,39.8,Médio,"Contrato mensal, Cliente novo (≤12 meses)",1,Month-to-month,No,20.25,20.25,Mailed check,Yes,Male,0,No,No
665,8404-GFGCZ,39.7,Médio,"Contrato mensal, Cliente novo (≤12 meses), Pagamento por cheque eletrônico",4,Month-to-month,DSL,65.6,250.1,Electronic check,No,Male,0,Yes,No
666,7072-MBHEV,39.7,Médio,"Contrato mensal, Cliente novo (≤12 meses), Internet fibra óptica, Mensalidade alta",11,Month-to-month,Fiber optic,78.1,864.85,Credit card (automatic),Yes,Female,1,Yes,Yes
667,5626-MGTUK,39.7,Médio,"Contrato mensal, Internet fibra óptica, Mensalidade alta",20,Month-to-month,Fiber optic,89.1,1879.25,Bank transfer (automatic),Yes,Female,0,No,No
668,0111-KLBQG,39.6,Médio,"Contrato mensal, Internet fibra óptica, Mensalidade alta",32,Month-to-month,Fiber optic,93.95,2861.45,Mailed check,Yes,Male,1,Yes,Yes
669,9552-TGUZV,39.6,Médio,"Contrato mensal, Cliente novo (≤12 meses), Internet fibra óptica, Mensalidade alta",8,Month-to-month,Fiber optic,75.0,658.1,Mailed check,Yes,Male,0,Yes,No
670,2478-EEWWM,39.6,Médio,"Contrato mensal, Pagamento por cheque eletrônico",59,Month-to-month,DSL,44.3,2666.75,Electronic check,Yes,Male,0,Yes,No
671,1194-HVAIF,39.5,Médio,"Contrato mensal, Internet fibra óptica, Mensalidade alta",27,Month-to-month,Fiber optic,95.0,2462.55,Credit card (automatic),No,Female,0,Yes,No
672,7396-VJUZB,39.5,Médio,"Contrato mensal, Cliente novo (≤12 meses)",4,Month-to-month,DSL,45.25,155.35,Mailed check,No,Male,0,Yes,Yes
673,0112-QAWRZ,39.5,Médio,"Contrato mensal, Internet fibra óptica, Mensalidade alta",16,Month-to-month,Fiber optic,90.8,1442.2,Bank transfer (automatic),Yes,Male,0,Yes,Yes
674,7020-OZKXZ,39.4,Médio,"Contrato mensal, Cliente novo (≤12 meses), Internet fibra óptica, Mensalidade alta",9,Month-to-month,Fiber optic,75.5,637.4,Credit card (automatic),No,Female,1,No,No
675,2637-FKFSY,39.4,Médio,"Contrato mensal, Cliente novo (≤12 meses)",3,Month-to-month,DSL,46.1,130.15,Mailed check,Yes,Female,0,Yes,No
676,2573-GYRUU,39.4,Médio,"Contrato mensal, Internet fibra óptica, Mensalidade alta",48,Month-to-month,Fiber optic,91.05,4370.75,Credit card (automatic),Yes,Male,1,Yes,No
677,1816-FLZDK,39.4,Médio,"Contrato mensal, Cliente novo (≤12 meses)",1,Month-to-month,DSL,29.15,29.15,Mailed check,No,Male,0,No,No
678,5222-IMUKT,39.4,Médio,"Contrato mensal, Internet fibra óptica, Pagamento por cheque eletrônico, Mensalidade alta",32,Month-to-month,Fiber optic,91.05,2871.5,Electronic check,No,Male,0,No,No
679,8384-FZBJK,39.4,Médio,"Contrato mensal, Internet fibra óptica, Pagamento por cheque eletrônico, Mensalidade alta",57,Month-to-month,Fiber optic,100.6,5611.7,Electronic check,Yes,Female,0,Yes,Yes
680,2672-TGEFF,39.3,Médio,"Contrato mensal, Internet fibra óptica, Pagamento por cheque eletrônico, Mensalidade alta",37,Month-to-month,Fiber optic,88.8,3340.55,Electronic check,Yes,Female,0,Yes,Yes
681,5215-LNLDJ,39.3,Médio,"Contrato mensal, Cliente novo (≤12 meses), Pagamento por cheque eletrônico",7,Month-to-month,DSL,24.7,149.05,Electronic check,Yes,Female,0,Yes,Yes
682,2501-XWWTZ,39.3,Médio,"Contrato mensal, Cliente novo (≤12 meses), Internet fibra óptica, Pagamento por cheque eletrônico, Mensalidade alta",11,Month-to-month,Fiber optic,70.2,760.05,Electronic check,No,Male,0,No,No
683,3005-TYFRD,39.2,Médio,"Contrato mensal, Internet fibra óptica, Mensalidade alta",55,Month-to-month,Fiber optic,103.65,5676.65,Credit card (automatic),Yes,Female,0,Yes,No
684,7147-AYBAA,39.2,Médio,"Contrato mensal, Internet fibra óptica, Mensalidade alta",37,Month-to-month,Fiber optic,70.35,2552.9,Mailed check,Yes,Male,0,No,No
685,3955-JBZZM,39.2,Médio,"Contrato mensal, Internet fibra óptica, Pagamento por cheque eletrônico, Mensalidade alta",20,Month-to-month,Fiber optic,78.8,1641.3,Electronic check,No,Male,0,No,No
686,5982-FPVQN,39.1,Médio,"Contrato mensal, Internet fibra óptica, Pagamento por cheque eletrônico, Mensalidade alta",37,Month-to-month,Fiber optic,95.15,3532.85,Electronic check,Yes,Female,0,Yes,Yes
687,3716-UVSPD,39.1,Médio,"Contrato mensal, Cliente novo (≤12 meses), Pagamento por cheque eletrônico",1,Month-to-month,DSL,49.3,49.3,Electronic check,Yes,Male,0,No,No
688,8490-BXHEO,39.1,Médio,"Contrato mensal, Internet fibra óptica, Mensalidade alta",18,Month-to-month,Fiber optic,80.55,1411.65,Credit card (automatic),Yes,Male,1,No,No
689,0096-BXERS,39.1,Médio,"Contrato mensal, Cliente novo (≤12 meses), Pagamento por cheque eletrônico",6,Month-to-month,DSL,50.35,314.55,Electronic check,No,Female,0,Yes,No
690,7318-EIVKO,39.0,Médio,"Contrato mensal, Cliente novo (≤12 meses), Pagamento por cheque eletrônico",8,Month-to-month,DSL,59.25,436.6,Electronic check,Yes,Male,0,No,No
691,5356-CSVSQ,39.0,Médio,"Contrato mensal, Cliente novo (≤12 meses), Pagamento por cheque eletrônico",3,Month-to-month,DSL,64.6,174.2,Electronic check,No,Female,0,No,No
692,3167-SNQPL,39.0,Médio,"Contrato mensal, Internet fibra óptica, Pagamento por cheque eletrônico, Mensalidade alta",38,Month-to-month,Fiber optic,101.15,3741.85,Electronic check,No,Male,1,Yes,Yes
693,0430-IHCDJ,39.0,Médio,"Contrato mensal, Pagamento por cheque eletrônico",15,Month-to-month,DSL,49.0,749.25,Electronic check,Yes,Male,0,No,No
694,2969-QWUBZ,38.9,Médio,"Contrato mensal, Cliente novo (≤12 meses), Pagamento por cheque eletrônico",2,Month-to-month,DSL,51.4,96.8,Electronic check,No,Female,0,No,No
695,3748-FVMZZ,38.9,Médio,"Contrato mensal, Cliente novo (≤12 meses), Pagamento por cheque eletrônico",4,Month-to-month,DSL,40.05,162.45,Electronic check,Yes,Male,0,No,No
696,1635-FJFCC,38.9,Médio,"Contrato mensal, Cliente novo (≤12 meses)",5,Month-to-month,DSL,44.05,202.15,Credit card (automatic),Yes,Female,0,No,No
697,2476-YGEFM,38.8,Médio,"Contrato mensal, Internet fibra óptica, Mensalidade alta",29,Month-to-month,Fiber optic,76.0,2215.25,Credit card (automatic),Yes,Female,0,No,No
698,2322-VCZHZ,38.8,Médio,"Contrato mensal, Internet fibra óptica, Pagamento por cheque eletrônico, Mensalidade alta",23,Month-to-month,Fiber optic,90.0,2024.1,Electronic check,Yes,Male,1,Yes,No
699,8160-HOWOX,38.7,Médio,"Contrato mensal, Cliente novo (≤12 meses), Pagamento por cheque eletrônico",7,Month-to-month,DSL,66.85,458.1,Electronic check,Yes,Female,0,No,No
700,2960-NKRSO,38.7,Médio,"Contrato mensal, Internet fibra óptica, Pagamento por cheque eletrônico, Mensalidade alta",24,Month-to-month,Fiber optic,85.95,2107.15,Electronic check,Yes,Male,0,No,No
701,2811-POVEX,38.7,Médio,"Contrato mensal, Internet fibra óptica, Mensalidade alta",23,Month-to-month,Fiber optic,88.45,2130.55,Bank transfer (automatic),Yes,Female,1,Yes,Yes
702,6692-YQHXC,38.7,Médio,"Contrato mensal, Internet fibra óptica",16,Month-to-month,Fiber optic,69.95,1205.5,Credit card (automatic),Yes,Male,0,No,No
703,7901-HXJVA,38.6,Médio,"Contrato mensal, Internet fibra óptica, Pagamento por cheque eletrônico, Mensalidade alta",14,Month-to-month,Fiber optic,76.45,1117.55,Electronic check,No,Male,0,No,No
704,8660-BUETV,38.6,Médio,"Contrato mensal, Cliente novo (≤12 meses)",3,Month-to-month,DSL,44.75,148.05,Mailed check,No,Female,0,No,No
705,7982-VCELR,38.5,Médio,"Contrato mensal, Internet fibra óptica, Mensalidade alta",36,Month-to-month,Fiber optic,94.8,3565.65,Credit card (automatic),Yes,Female,0,No,No
